1518431023,"PING_INLINE","103305.79"
1518431024,"PING_BULK","96246.39"
1518431026,"SET","48473.10"
1518431029,"GET","30039.05"
1518431030,"PING_INLINE","82304.52"
1518431031,"PING_BULK","101112.23"
1518431032,"SET","110375.27"
1518431033,"GET","96061.48"
1518431034,"PING_INLINE","106496.27"
1518431036,"PING_BULK","48971.59"
1518431037,"SET","77821.02"
1518431038,"GET","92081.03"
1518431039,"PING_INLINE","104166.67"
1518431040,"PING_BULK","93808.63"
1518431041,"SET","104821.80"
1518431042,"GET","98425.20"
1518431044,"PING_INLINE","93370.68"
1518431045,"PING_BULK","85470.09"
1518431046,"SET","93370.68"
1518431047,"GET","80321.28"
1518431048,"PING_INLINE","103305.79"
1518431049,"PING_BULK","102774.92"
1518431050,"SET","104166.67"
1518431051,"GET","106269.93"
1518431052,"PING_INLINE","104821.80"
1518431053,"PING_BULK","79936.05"
1518431055,"SET","42480.88"
1518431057,"GET","93023.25"
1518431057,"PING_INLINE","102564.10"
1518431058,"PING_BULK","107526.88"
1518431059,"SET","102145.05"
1518431060,"GET","110375.27"
1518431061,"PING_INLINE","109051.26"
1518431062,"PING_BULK","110011.00"
1518431063,"SET","92421.44"
1518431065,"GET","52742.62"
1518431068,"PING_INLINE","38955.98"
1518431069,"PING_BULK","99900.09"
1518431070,"SET","103626.95"
1518431071,"GET","106157.12"
1518431072,"PING_INLINE","107066.38"
1518431072,"PING_BULK","107411.38"
1518431074,"SET","79176.56"
1518431077,"GET","29949.09"
1518431080,"PING_INLINE","33355.57"
1518431081,"PING_BULK","98328.42"
1518431082,"SET","107296.14"
1518431083,"GET","83125.52"
1518431087,"PING_INLINE","30581.04"
1518431090,"PING_BULK","31162.36"
1518431092,"SET","36778.23"
1518431095,"GET","48780.49"
1518431098,"PING_INLINE","28760.43"
1518431101,"PING_BULK","29163.02"
1518431104,"SET","36023.05"
1518431108,"GET","28137.31"
1518431111,"PING_INLINE","27137.04"
1518431115,"PING_BULK","31367.63"
1518431119,"SET","24009.60"
1518431122,"GET","28184.89"
1518431125,"PING_INLINE","34305.32"
1518431129,"PING_BULK","26109.66"
1518431132,"SET","35688.79"
1518431133,"GET","91157.70"
1518431134,"PING_INLINE","77519.38"
1518431138,"PING_BULK","27166.53"
1518431139,"SET","67567.57"
1518431140,"GET","99304.87"
1518431142,"PING_INLINE","76452.60"
1518431143,"PING_BULK","87336.24"
1518431144,"SET","73260.07"
1518431147,"GET","38417.21"
1518431149,"PING_INLINE","52328.62"
1518431151,"PING_BULK","48780.49"
1518431152,"SET","83402.84"
1518431153,"GET","99700.90"
1518431156,"PING_INLINE","35625.22"
1518431159,"PING_BULK","37119.52"
1518431160,"SET","58207.21"
1518431161,"GET","100704.94"
1518431162,"PING_INLINE","94073.38"
1518431164,"PING_BULK","52854.12"
1518431167,"SET","35612.54"
1518431169,"GET","56306.30"
1518431170,"PING_INLINE","87489.06"
1518431171,"PING_BULK","90909.09"
1518431172,"SET","97847.36"
1518431174,"GET","66800.27"
1518431177,"PING_INLINE","29308.32"
1518431178,"PING_BULK","68587.11"
1518431180,"SET","64184.86"
1518431182,"GET","53134.96"
1518431183,"PING_INLINE","63291.14"
1518431185,"PING_BULK","53418.80"
1518431189,"SET","25826.45"
1518431191,"GET","48638.13"
1518431192,"PING_INLINE","96246.39"
1518431194,"PING_BULK","69735.01"
1518431196,"SET","44208.66"
1518431200,"GET","26267.40"
1518431203,"PING_INLINE","34602.07"
1518431204,"PING_BULK","97465.88"
1518431205,"SET","60386.47"
1518431209,"GET","28224.67"
1518431213,"PING_INLINE","27367.27"
1518431214,"PING_BULK","56401.58"
1518431216,"SET","51308.36"
1518431219,"GET","45024.77"
1518431221,"PING_INLINE","44863.16"
1518431223,"PING_BULK","43066.32"
1518431226,"SET","30202.36"
1518431230,"GET","26253.61"
1518431234,"PING_INLINE","29205.61"
1518431237,"PING_BULK","30321.41"
1518431241,"SET","26343.52"
1518431242,"GET","67204.30"
1518431243,"PING_INLINE","85543.20"
1518431247,"PING_BULK","30599.76"
1518431250,"SET","34459.00"
1518431252,"GET","52798.31"
1518431253,"PING_INLINE","100401.61"
1518431254,"PING_BULK","63694.27"
1518431257,"SET","33344.45"
1518431260,"GET","37369.21"
1518431261,"PING_INLINE","71530.76"
1518431262,"PING_BULK","108695.65"
1518431263,"SET","109890.11"
1518431265,"GET","42735.04"
1518431268,"PING_INLINE","38037.28"
1518431270,"PING_BULK","52687.04"
1518431271,"SET","106496.27"
1518431272,"GET","102459.02"
1518431273,"PING_INLINE","100300.91"
